,names,forms,pulici_ryha,lekova_forma,barva,tvar,konvexita,velikost,imprint
171,"Tachyben i.v. 25 mg injekční roztok
Tachyben i.v. 50 mg injekční roztok
Tachyben i.v. 100 mg koncentrát pro infuzní roztok","Tachyben i.v. 25 mg injekční roztok
Injekční roztok. Po naředění může být použit jako infuzní roztok.
Tachyben i.v. 50 mg injekční roztok
Injekční roztok. Po naředění může být použit jako infuzní roztok.
Tachyben i.v. 100 mg koncentrát pro infuzní roztok
Koncentrát pro infuzní roztok
Popis přípravku: čirý, bezbarvý roztok bez viditelných částic. pH 5,6 – 6,6",False,tachyben iv 25 mg injekční roztok,bezbarvý,roztok,roztok,,
172,"Bisoprolol Mylan 2,5 mg potahované tablety
Bisoprolol Mylan 5 mg potahované tablety
Bisoprolol Mylan 10 mg potahované tablety","Potahovaná tableta
Bisoprolol Mylan 2,5 mg: bílé až téměř bílé, podlouhlé, bikonvexní potahované tablety se zářezy po
straně, velikost přibližné 9 mm x 7 mm, s vyraženým 'BL' & '2' a půlící rýhou na straně jedné a 'M' na
straně druhé.
Tabletu lze rozdělit na stejné dávky.
Bisoprolol Mylan 5 mg: světle žluté, podlouhlé, bikonvexní potahované tablety se zářezy po straně,
velikost přibližně 9 mm x 7 mm, s vyraženým 'BL' & '4' a půlící rýhou na straně jedné a 'M' na straně
druhé.
Tabletu lze rozdělit na stejné dávky.
Bisoprolol Mylan 10 mg: světle oranžové až naoranžovělé, podlouhlé, bikonvexní potahované tablety
se zářezy po straně, velikost přibližně 9 mm x 7 mm, s vyraženým, 'BL' & '6' a půlící rýhou straně
jedné a 'M' na straně druhé.
Tabletu lze rozdělit na stejné dávky.",True,potahovaná tableta,"bílé, bílé, žluté, oranžové, oranžovělé",podlouhlé,bikonvexní,"['9 mm', '7 mm', '9 mm', '7 mm', '9 mm', '7 mm']",
173,"Magnerot
Tablety","Tablety
Popis přípravku: bílé ploché tablety o průměru 13 mm s dělící rýhou na jedné straně.
Půlicí rýha není určena k rozlomení tablety.",False,tablety,bílé,ploché,,['13 mm'],
174,"Sorvasta Plus 5 mg/10 mg potahované tablety
Sorvasta Plus 10 mg/10 mg potahované tablety
Sorvasta Plus 15 mg/10 mg potahované tablety
Sorvasta Plus 20 mg/10 mg potahované tablety
Sorvasta Plus 40 mg/10 mg potahované tablety","Potahovaná tableta (tableta).
5 mg/10 mg: Bílé nebo téměř bílé, kulaté, lehce bikonvexní potahované tablety se zkosenými hranami,
s vyrytou značkou R1 na jedné straně tablety. Průměr tablety: přibližně 10 mm.
10 mg/10 mg: Světle hnědé až světle žlutohnědé, kulaté, lehce bikonvexní potahované tablety se
zkosenými hranami, s vyrytou značkou R2 na jedné straně tablety. Průměr tablety: přibližně 10 mm.
15 mg/10 mg: Světle oranžovorůžové, kulaté, lehce bikonvexní potahované tablety se zkosenými
hranami, s vyrytou značkou R3 na jedné straně tablety. Průměr tablety: přibližně 10 mm.
20 mg/10 mg: Světle růžové, kulaté, lehce bikonvexní potahované tablety se zkosenými hranami, s
vyrytou značkou R4 na jedné straně tablety. Průměr tablety: přibližně 10 mm.
40 mg/10 mg: Světle šedofialové, kulaté, lehce bikonvexní potahované tablety se zkosenými hranami,
s vyrytou značkou R5 na jedné straně tablety. Průměr tablety: přibližně 10 mm.",False,potahovaná tableta (tableta),"bílé, bílé, hnědé, žlutohnědé, oranžovorůžové, růžové, fialové",kulaté,bikonvexní,"['10 mm', '10 mm', '10 mm', '10 mm', '10 mm']",
175,AMIOKORDIN 200 mg tablety,"Tableta.
Kulaté, bikonvexní tablety, bílé až téměř bílé barvy, na jedné straně s půlicí rýhou.
Tabletu lze rozdělit na stejné dávky.",True,tableta,"bílé, bílé",kulaté,bikonvexní,,
176,"Pioglitazone Accord 15 mg tablety
Pioglitazone Accord 30 mg tablety
Pioglitazone Accord 45 mg tablety","Tableta
Pioglitazone Accord 15 mg tablety
Tablety jsou bílé až téměř bílé, kulaté, na obou stranách vypouklé, nepotahované s vyrytým
označením „P“ na jedné straně a označením „15“ na druhé straně.
Pioglitazone Accord 30 mg tablety
Tablety jsou bílé až téměř bílé, kulaté, na obou stranách vypouklé, nepotahované s vyrytým
označením „PIO“ na jedné straně a označením „30“ na druhé straně.
Pioglitazone Accord 45 mg tablety
Tablety jsou bílé až téměř bílé, kulaté, na obou stranách vypouklé, nepotahované s vyrytým
označením „PIO“ na jedné straně a označením „45“ na druhé straně.",False,tableta,"bílé, bílé, bílé, bílé, bílé, bílé",kulaté,,,"„P“, „15“, „PIO“, „30“, „PIO“, „45“"
177,"ISAME 75 mg tablety
ISAME 150 mg tablety
ISAME 300 mg tablety","Tableta.
ISAME 75 mg: Bílé, kulaté ploché tablety o průměru 8,0 mm s půlicí rýhou. Půlicí rýha má pouze
usnadnit dělení tablety pro snazší polykání, nikoliv její rozdělení na stejné dávky.
ISAME 150 mg: Bílé, kulaté ploché tablety o průměru 10,5 mm s půlicí rýhou. Půlicí rýha má pouze
usnadnit dělení tablety pro snazší polykání, nikoliv její rozdělení na stejné dávky.
ISAME 300 mg: Bílé, kulaté ploché tablety o průměru 12,7 mm s půlicí rýhou. Tabletu lze rozdělit na
stejné dávky.",True,tableta,"bílé, bílé, bílé",kulaté,,"['8,0 mm', '10,5 mm', '12,7 mm']",
178,Vitamin C Injektopas 150 mg/ml koncentrát pro infuzní roztok,"Koncentrát pro infuzní roztok.
Popis přípravku: čirý světle žlutý roztok.
pH 6,2-7,0
osmolalita 150-170 mosmol/kg",False,koncentrát pro infuzní roztok,žlutý,roztok.,roztok.,,
179,"Steglatro 5 mg potahované tablety
Steglatro 15 mg potahované tablety","Potahovaná tableta (tableta).
Steglatro 5 mg potahované tablety
Růžové, 6,4 x 6,6 mm, trojúhelníkové, potahované tablety s vyraženým „701“ na jedné straně a hladké
na druhé straně.
Steglatro 15 mg potahované tablety
Červené, 9,0 x 9,4 mm, trojúhelníkové, potahované tablety s vyraženým „702“ na jedné straně
a hladké na druhé straně.",False,potahovaná tableta (tableta),"růžové, červené",,,"['6,6 mm', '9,4 mm']","„701“, „702“"
180,"Concor Combi 5 mg/5 mg tablety
Concor Combi 5 mg/10 mg tablety
Concor Combi 10 mg/5 mg tablety","Tableta.
Concor Combi 5 mg/5 mg: bílé nebo téměř bílé, bez zápachu, podlouhlé, mírně konvexní tablety o
délce 9,5 mm a šířce 4,5 mm s půlicí rýhou na jedné straně a s vystupujícím MS na druhé straně.
Půlicí rýha má pouze usnadnit dělení tablety pro snazší polykání, nikoliv její rozdělení na stejné
dávky.
Concor Combi 5 mg/10 mg: bílé nebo téměř bílé, bez zápachu, kulaté, 10 mm ploché tablety se
zkosenými hranami, s půlicí rýhou na jedné straně a s vystupujícím MS na druhé straně.
Půlicí rýha má pouze usnadnit dělení tablety pro snazší polykání, nikoliv její rozdělení na stejné
dávky.
Concor Combi 10 mg/5 mg: bílé nebo téměř bílé, bez zápachu, oválné, mírně konvexní tablety o délce
13 mm a šířce 7 mm s půlicí rýhou na jedné straně a s vystupujícím MS na druhé straně.
Půlicí rýha má pouze usnadnit dělení tablety pro snazší polykání, nikoliv její rozdělení na stejné
dávky.",True,tableta,"bílé, bílé, bílé, bílé, bílé, bílé",podlouhlé,konvexní,"['9,5 mm', '4,5 mm', '10 mm', '13 mm', '7 mm']",
181,Essentiale forte 600 mg tvrdé tobolky,"Tvrdé tobolky.
Mahagonově zbarvené tobolky, uvnitř medově zbarvená pastovitá hmota.",False,tvrdé tobolky,,tobolky.,tobolky.,,
182,"NORADRENALIN LÉČIVA
1mg/ml
Koncentrát pro infuzní roztok","Koncentrát pro infuzní roztok
Popis přípravku: Čirý bezbarvý roztok.",False,koncentrát pro infuzní roztok,bezbarvý,roztok,roztok,,
183,"Telmisartan/Hydrochlorothiazid Xantis 40 mg/12,5 mg tablety","Tableta.
 Průměr 9,25 mm přibližně.
 Kulatá dvojvrstvá tableta bílé a žluté barvy.",False,tableta,"bílé, žluté",kulatá,,"['9,25 mm']",
184,"AMLOZEK 5 mg tablety
AMLOZEK 10 mg tablety","Tableta.
5 mg tablety: bílé, ploché, hladké, kulaté tablety o průměru 7 mm, na jedné straně s půlicí rýhou, na druhé
vyznačeno 5.
Tabletu lze rozdělit na stejné dávky.
10 mg tablety: bílé, ploché, hladké, kulaté tablety o průměru 7 mm, na jedné straně s půlicí rýhou, na druhé
vyznačeno 10.
Tabletu lze rozdělit na stejné dávky.",True,tableta,"bílé, bílé",ploché,,"['7 mm', '7 mm']",
185,"Metformin Vitabalans 500 mg potahované tablety
Metformin Vitabalans 1000 mg potahované tablety","Potahovaná tableta.
500 mg: bílá, konvexní tableta podlouhlého tvaru s půlicí rýhou. Rozměry 7,5 x 18 mm.
1000 mg: bílá, konvexní tableta podlouhlého tvaru s půlicí rýhou. Rozměry 10 x 21 mm.
Tablety lze rozdělit na stejné dávky.",True,potahovaná tableta,"bílá, bílá",podlouhlého,konvexní,"['18 mm', '21 mm']",
186,"Ardeanutrisol G 5% infuzní roztok
Ardeanutrisol G 10% infuzní roztok
Ardeanutrisol G 20% infuzní roztok
Ardeanutrisol G 40% infuzní roztok","Infuzní roztok
Popis přípravku: čirý, bezbarvý nebo nejvýše slabě nažloutlý roztok",False,infuzní roztok,"bezbarvý, nažloutlý",roztok,roztok,,
187,"AGEN 5 mg tablety
AGEN 10 mg tablety","Tableta
AGEN 5 mg: bílé až téměř bílé oválné tablety na jedné straně s půlící rýhou a vyraženými symboly
„A“ a „5“ umístěnými nalevo a napravo od půlící rýhy.
Tabletu lze rozdělit na stejné dávky.
AGEN 10 mg: bílé až téměř bílé oválné tablety na jedné straně s půlící rýhou a vyraženými symboly
„A“ a „10“ umístěnými nalevo a napravo od půlící rýhy.
Tabletu lze rozdělit na stejné dávky.",True,tableta,"bílé, bílé, bílé, bílé",oválné,,,"„A“, „5“, „A“, „10“"
188,"Zibor 3500 IU/0,2 ml injekční roztok v předplněné injekční stříkačce","Injekční roztok v předplněné injekční stříkačce
Popis přípravku: Bezbarvý či mírně nažloutlý, čirý roztok bez viditelných částic.",False,injekční roztok v předplněné injekční stříkačce,"bezbarvý, nažloutlý",roztok,roztok,,
189,"APO-METOPROLOL 50
APO-METOPROLOL 100
tablety","Tableta.
Popis přípravku: Bílé, kulaté, bikonvexní tablety, na jedné straně s dělící rýhou a označením APO nad
rýhou a M 100 pod rýhou u síly 100 mg a APO nad rýhou a M 50 pod rýhou u síly 50 mg.
Půlicí rýha má pouze usnadnit dělení tablety pro snazší polykání, nikoliv za účelem dělení dávky.",False,tableta,bílé,kulaté,bikonvexní,,
190,Tezzimi 10 mg tablety,"Tableta
Bílé nebo téměř bílé, oválné tablety (7,4 mm x 4,0 mm) s vyraženým ""10"" na jedné straně a „EZT“ na
druhé straně.",False,tableta,"bílé, bílé",oválné,,"['7,4 mm', '4,0 mm']","""10"", „EZT“"
191,Cosyrel 10 mg/5 mg potahované tablety,"Potahovaná tableta.
Růžovo-béžová, kulatá, dvouvrstvá potahovaná tableta o průměru 7 mm a s poloměrem zakřivení 12,7 mm,
s vyraženýmna jedné straně a „10/5“ na druhé straně.",False,potahovaná tableta,"růžovo-, béžová",kulatá,,"['7 mm', '12,7 mm']",„10/5“
192,Cystadane 1 g perorální prášek,"Perorální prášek
Bílý sypký krystalický prášek.",False,perorální prášek,bílý,,,,
193,"COMBISO 2,5 mg/6,25 mg tablety
COMBISO 5 mg/6,25 mg tablety
COMBISO 10 mg/6,25 mg tablety","Tableta.
Combiso 2,5 mg/6,25 mg tablety: žluté, kulaté, bikonvexní tablety o průměru 7 mm.
Combiso 5 mg/6,25 mg tablety: světle růžové, kulaté, bikonvexní tablety o průměru 7 mm.
Combiso 10 mg/6,25 mg tablety: bílé, kulaté, bikonvexní tablety o průměru 7 mm.",False,tableta,"žluté, růžové, bílé",kulaté,bikonvexní,"['7 mm', '7 mm', '7 mm']",
194,"Bisoprolol PMCS 2,5 mg tablety
Bisoprolol PMCS 5 mg tablety
Bisoprolol PMCS 10 mg tablety","Tableta.
Bisoprolol PMCS 2,5 mg tablety: žluté, kulaté, bikonvexní tablety s půlicí rýhou o průměru 7 mm.
Tabletu lze rozdělit na stejné dávky.
Bisoprolol PMCS 5 mg tablety: bílé, kulaté, bikonvexní tablety s půlicí rýhou o průměru 7 mm.
Bisoprolol PMCS 10 mg tablety: tmavě růžové, kulaté, bikonvexní tablety s půlicí rýhou o průměru
7 mm.
Půlicí rýha má pouze usnadnit dělení tablety pro snazší polykání, nikoliv její rozdělení na stejné
dávky.",True,tableta,"žluté, bílé, růžové",kulaté,bikonvexní,"['7 mm', '7 mm', '7 mm']",
195,"Moxogamma 0,2 mg
Moxogamma 0,3 mg
Moxogamma 0,4 mg
potahované tablety","Potahovaná tableta.
Popis přípravku:
Všechny tablety jsou kulaté, o průměru přibližně 6 mm
Tableta 0,2 mg je světle růžová, tableta 0,3 mg je růžová tableta 0,4 mg je tmavě růžová",False,potahovaná tableta,"růžová, růžová",kulaté,,['6 mm'],
196,"Strensiq 40 mg/ml injekční roztok
Strensiq 100 mg/ml injekční roztok","Injekční roztok (injekce).
Čirý, bezbarvý až světle žlutý vodný roztok; pH 7,4.",False,injekční roztok (injekce),"bezbarvý, žlutý",roztok,roztok,,
197,Prostavasin 20 g prášek pro infuzní roztok,"prášek pro infuzní roztok
Popis přípravku: Bílý lyofilizát bez zápachu.",False,prášek pro infuzní roztok,bílý,roztok,roztok,,
198,"HYLAK FORTE
perorální roztok","Perorální roztok
Čirý, žlutohnědý roztok s charakteristickým nakyslým zápachem po karamelu.",False,perorální roztok,žlutohnědý,roztok,roztok,,
199,"MOXTENZ 0,2 mg potahované tablety
MOXTENZ 0,3 mg potahované tablety
MOXTENZ 0,4 mg potahované tablety","Potahovaná tableta
MOXTENZ 0,2 mg jsou růžové, kulaté, bikonvexní potahované tablety o průměru 5 mm.
MOXTENZ 0,3 mg jsou růžové, podlouhlé, bikonvexní potahované tablety o délce 8 mm.
MOXTENZ 0,4 mg jsou růžové, kulaté, bikonvexní potahované tablety s půlicí rýhou na jedné straně
a o průměru 7 mm.
Půlicí rýha má pouze usnadnit dělení tablety pro snazší polykání, nikoliv její rozdělení na stejné
dávky.",True,potahovaná tableta,"růžové, růžové, růžové",kulaté,bikonvexní,"['5 mm', '8 mm', '7 mm']",
200,"Bigital 5 mg/5 mg tablety
Bigital 5 mg/10 mg tablety
Bigital 10 mg/5 mg tablety
Bigital 10 mg/10 mg tablety","Tableta.
Bigital 5 mg/5 mg tablety: bílé nebo téměř bílé, bez zápachu, podlouhlé, mírně konvexní tablety 9,5 mm
dlouhé, s půlicí rýhou na jedné straně a vyraženým MS na druhé straně.
Půlicí rýha má pouze usnadnit dělení tablety pro snazší polykání, nikoliv její rozdělení na stejné dávky.
Bigital 5 mg/10 mg tablety: bílé nebo téměř bílé, bez zápachu, kulaté, ploché tablety o průměru 10 mm
se zkosenými hranami, s půlicí rýhou na jedné straně a vyraženým MS na druhé straně.
Půlicí rýha má pouze usnadnit dělení tablety pro snazší polykání, nikoliv její rozdělení na stejné dávky.
Bigital 10 mg/5 mg tablety: bílé nebo téměř bílé, bez zápachu, oválné, mírně konvexní tablety 13 mm
dlouhé, s půlicí rýhou na jedné straně a vyraženým MS na druhé straně.
Půlicí rýha má pouze usnadnit dělení tablety pro snazší polykání, nikoliv její rozdělení na stejné dávky.
Bigital 10 mg/10 mg tablety: bílé nebo téměř bílé, bez zápachu, kulaté, mírně konvexní tablety o
průměru 10 mm s půlicí rýhou na jedné straně a vyraženým MS na druhé straně.
Půlicí rýha má pouze usnadnit dělení tablety pro snazší polykání, nikoliv její rozdělení na stejné dávky.",True,tableta,"bílé, bílé, bílé, bílé, bílé, bílé, bílé, bílé",podlouhlé,konvexní,"['9,5 mm', '10 mm', '13 mm', '10 mm']",
201,"Sangona Combi 50 mg/ 12,5 mg potahované tablety
Sangona Combi 100 mg/ 25 mg potahované tablety","Potahovaná tableta.
Světle žlutá, kulatá, bikonvexní potahovaná tableta o průměru 8 mm.
Světle žlutá, kulatá, bikonvexní potahovaná tableta o průměru 10 mm.",False,potahovaná tableta,"žlutá, žlutá",kulatá,bikonvexní,"['8 mm', '10 mm']",
202,"Larymed 1,5 mg/ml orální sprej, roztok","Orální sprej, roztok.
Bezbarvá, čirá, průhledná tekutina s vůní máty.",False,"orální sprej, roztok",bezbarvá,roztok.,roztok.,,
203,Myozyme 50 mg prášek pro koncentrát pro infuzní roztok,"Prášek pro koncentrát pro infuzní roztok
Bílý až téměř bílý prášek.",False,prášek pro koncentrát pro infuzní roztok,"bílý, bílý",roztok,roztok,,
204,Fyziologický roztok Viaflo infuzní roztok,"Infuzní roztok.
Čirý roztok bez viditelných částic.",False,infuzní roztok,,roztok.,roztok.,,
205,"Tonarssa 4 mg/5 mg tablety
Tonarssa 4 mg/10 mg tablety
Tonarssa 8 mg/5 mg tablety
Tonarssa 8 mg/10 mg tablety","Tableta.
4 mg/5 mg: Bílé až téměř bílé, kulaté, lehce bikonvexní tablety se zkosenými okraji a vyraženou
značkou U 1 na jedné straně tablety.
4 mg/10 mg: Bílé až téměř bílé, bikonvexní tablety ve tvaru tobolky s půlicí rýhou na jedné straně.
Tableta má vyraženou značku U na jedné straně a značku 2 na druhé straně půlící rýhy. Půlicí rýha má
pouze usnadnit dělení tablety pro snazší polykání, nikoliv její rozdělení na stejné dávky.
8 mg/5 mg: Bílé až téměř bílé, kulaté, bikonvexní tablety se zkosenými okraji a vyraženou značkou U
3 na jedné straně tablety.
8 mg/10 mg: Bílé až téměř bílé, kulaté, bikonvexní tablety se zkosenými okraji a půlicí rýhou na jedné
straně. Tableta má vyraženou značku U na jedné straně a značku 4 na druhé straně půlící rýhy. Tabletu
lze rozdělit na stejné dávky.",True,tableta,"bílé, bílé, bílé, bílé, bílé, bílé, bílé, bílé",kulaté,bikonvexní,,
206,"Enap 2,5 mg tablety
Enap 5 mg tablety
Enap 10 mg tablety
Enap 20 mg tablety","Tableta.
Enap 2,5 mg: bílé, kulaté, bikonvexní tablety se zkosenými hranami.
Enap 5 mg: bílé, ploché, kulaté tablety s půlicí rýhou na jedné straně. Půlicí rýha není určena
k rozlomení tablety.
Enap 10 mg: červenohnědé, ploché, kulaté tablety s půlicí rýhou na jedné straně. Půlicí rýha není
určena k rozlomení tablety.
Enap 20 mg: oranžové, ploché, kulaté tablety s půlicí rýhou na jedné straně. Půlicí rýha není určena
k rozlomení tablety.",True,tableta,"bílé, bílé, červenohnědé, oranžové",kulaté,bikonvexní,,
